0,0.999997
1,0.984398
2,0.971347
3,0.956651
4,0.948851
5,0.943753
6,0.935949
7,0.936695
8,0.937144
9,0.938942
10,0.942544
11,0.944194
12,0.958897
13,0.967145
14,0.976143
15,0.985895
