0,0.999786
1,0.680695
2,0.459736
3,0.3061
4,0.215415
5,0.162145
6,0.118674
7,0.101019
8,0.0871487
9,0.101246
10,0.127156
11,0.175918
12,0.234585
13,0.320853
14,0.472511
15,0.694795
